Дата,Пользователь,Страниц,Копий,Принтер,Документ,Компьютер,Формат листа,Драйвер,Высота,Ширина,Двусторонняя печать,Черно-белый,Размер файла
2026-04-17 18:51:26,denis.shishkanov,1,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00076,A4,EMF,,,NOT DUPLEX,GRAYSCALE,65kb,
2026-04-17 18:52:19,m.usacheva,1,1,Kyocera ECOSYS M4125idn KX,"Табличный документ",EKA-WS-UXM00128,A4,EMF,,,NOT DUPLEX,GRAYSCALE,84kb,
2026-04-17 18:56:40,m.usacheva,1,1,Kyocera ECOSYS M4125idn KX,"Табличный документ",EKA-WS-UXM00128,A4,EMF,,,NOT DUPLEX,GRAYSCALE,84kb,
2026-04-17 18:56:46,ev.meshcheryakova,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Протокол №1 от 10.04.2026.pdf",EKA-NB-UXM00031,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,5000kb,
2026-04-17 19:03:01,m.usacheva,1,1,Kyocera ECOSYS M4125idn KX,"Табличный документ",EKA-WS-UXM00128,A4,EMF,,,NOT DUPLEX,GRAYSCALE,85kb,
2026-04-17 19:03:59,tvoronchikhina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Документ1",EKA-WS-UXM00738,A4,PCL6,,,DUPLEX,GRAYSCALE,79kb,
2026-04-17 19:04:00,eka-uzhm-nachsmen,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Outlook - Заметка",EKA-WS-UXM00691,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,687kb,
2026-04-17 19:07:35,m.usacheva,1,1,Kyocera ECOSYS M4125idn KX,"Табличный документ",EKA-WS-UXM00128,A4,EMF,,,NOT DUPLEX,GRAYSCALE,85kb,
2026-04-17 19:12:34,tvoronchikhina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Документ1",EKA-WS-UXM00738,A4,PCL6,,,DUPLEX,GRAYSCALE,79kb,
2026-04-17 19:15:03,pavel.privalov,1,1,Kyocera ECOSYS M5526cdw KX,"KOMPAS - К0761.00.02.148.cdw",EKA-WS-UXM00167,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,71kb,
2026-04-17 19:15:32,pavel.privalov,1,1,Kyocera ECOSYS M5526cdw KX,"document",EKA-WS-UXM00167,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,116kb,
2026-04-17 19:15:52,pavel.privalov,2,1,Kyocera ECOSYS M5526cdw KX,"document",EKA-WS-UXM00167,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,194kb,
2026-04-17 19:30:40,mikhail.deryabin,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00252,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,398kb,
2026-04-17 19:33:57,dmitriy.sakharov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - Исходящий документ АО Гарантийное письмо",EKA-NB-UXM00135,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,432kb,
2026-04-17 19:37:19,dmitriy.sakharov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - Исходящий документ АО Гарантийное письмо",EKA-NB-UXM00135,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,432kb,
2026-04-17 19:37:42,Vasiliy.knyazev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График на арматурные узлы 17.04.2026.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,474kb,
2026-04-17 19:38:00,Vasiliy.knyazev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График на арматурные узлы 17.04.2026.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,466kb,
2026-04-17 19:38:04,Vasiliy.knyazev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График на арматурные узлы 17.04.2026.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,475kb,
2026-04-17 19:38:55,Vasiliy.knyazev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1116kb,
2026-04-17 19:38:59,Vasiliy.knyazev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1049kb,
2026-04-17 19:39:02,Vasiliy.knyazev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1039kb,
2026-04-17 19:50:21,Vasiliy.knyazev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1131kb,
2026-04-17 19:50:59,Vasiliy.knyazev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1061kb,
2026-04-17 19:51:03,Vasiliy.knyazev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1052kb,
2026-04-17 20:00:18,Vasiliy.knyazev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График на арматурные узлы 17.04.2026.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,289kb,
2026-04-17 20:05:34,Vasiliy.knyazev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,358kb,
2026-04-17 20:05:40,Vasiliy.knyazev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,360kb,
2026-04-17 20:05:44,Vasiliy.knyazev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,360kb,
2026-04-17 20:07:09,eka-uzhm-nachsmen,1,2,HP LaserJet MFP M430-431 PCL-6 (V4),"ССЗ 17.04.26.xlsx",EKA-WS-UXM00691,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,357kb,
2026-04-17 20:10:13,Vasiliy.knyazev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График на арматурные узлы 17.04.2026.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,291kb,
2026-04-17 20:20:03,Vasiliy.knyazev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График на арматурные узлы 17.04.2026.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,111kb,
2026-04-17 20:27:03,Vasiliy.knyazev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,925kb,
2026-04-17 20:27:07,Vasiliy.knyazev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,865kb,
2026-04-17 20:27:11,Vasiliy.knyazev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,856kb,
2026-04-17 20:34:19,Vasiliy.knyazev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"Microsoft Word - сдали",EKA-WS-GHM00226,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,212kb,
2026-04-17 20:44:10,a.lekhlyayder,1,1,HP LaserJet Professional M1214nfh MFP,"Упрощенный график на Дегазатор.xlsx",EKA-WS-GHM00213,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,56kb,
2026-04-17 20:47:01,a.lekhlyayder,1,1,HP LaserJet Professional M1214nfh MFP,"Microsoft Outlook - Заметка",EKA-WS-GHM00213,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,154kb,
2026-04-17 20:57:31,a.bannov,2,2,Kyocera ECOSYS M2040dn KX,"Microsoft Word - 7 к-т 2-3 места 2,3,4,5,6",EKA-WS-UXM00019,A4,PCL6,,,DUPLEX,GRAYSCALE,215kb,
2026-04-17 21:34:06,andrey.rikunov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00382,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,206kb,
2026-04-17 21:39:01,andrey.rikunov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00382,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,196kb,
2026-04-18 00:56:25,aa.morozov,3,1,HP638BA7 (HP LaserJet Pro M428-M429),"Табличный документ",EKA-WS-UXM00794,,XPS,297mm,210mm,NOT DUPLEX,NOT GRAYSCALE,434kb,
2026-04-18 01:19:29,andrey.chubykin,1,1,HP LaserJet M1530 MFP Series PCL 6,"К0697.00.00.019 изм.1.pdf",EKA-WS-UXM00330,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1577kb,
2026-04-18 03:23:48,damir.kofan,2,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"doc01058020260320153441.pdf",EKA-WS-UXM00549,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,4162kb,
2026-04-18 04:45:37,nikolay.subbotin,2,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"ПРЕДЪЯВКА.pdf",EKA-WS-UXM00271,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,867kb,
2026-04-18 04:47:55,damir.kofan,2,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"doc01058120260320153537.pdf",EKA-WS-UXM00549,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,4387kb,
2026-04-18 05:14:27,romuald.lyubitskiy,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (201),"Табличный документ",EKA-WS-UXM00711,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,199kb,
2026-04-18 05:41:01,eka-uzhm-nachsmen,1,2,HP LaserJet MFP M430-431 PCL-6 (V4),"Количество работающих по сменам 17.04 (version 1).xlsb",EKA-WS-UXM00691,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,432kb,
2026-04-18 06:18:18,eka-uzhm-nachsmen,1,2,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - Отчёт ПДУ 17.04.26",EKA-WS-UXM00691,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,409kb,
2026-04-18 06:29:10,mikhail.deryabin,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00252,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,400kb,
2026-04-18 07:10:56,romuald.lyubitskiy,3,1,HP LaserJet MFP M430-431 PCL-6 (V4) (201),"Microsoft Word - Схема маркировки (пр) 9к-т",EKA-WS-UXM00711,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,667kb,
2026-04-18 07:12:27,romuald.lyubitskiy,3,1,HP LaserJet MFP M430-431 PCL-6 (V4) (201),"Microsoft Word - Схема маркировки (лев) 9 к-т",EKA-WS-UXM00711,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,663kb,
2026-04-18 07:13:31,romuald.lyubitskiy,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (201),"Microsoft Word - Схема маркировки (лев) 9 к-т",EKA-WS-UXM00711,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,227kb,
2026-04-18 07:37:57,aleksandr.kuryshov,2,1,NPI7DA52C (HP LaserJet MFP M430) (сеть),"Табличный документ",EKA-WS-UXM00202,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,371kb,
2026-04-18 07:56:38,artem.osintsev,2,1,HP LaserJet M1536dnf MFP UPD PCL 6,"Табличный документ",EKA-WS-UXM00268,A4,PCL6,,,DUPLEX,GRAYSCALE,130kb,
2026-04-18 07:59:18,nikolay.subbotin,2,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"ПРЕДЪЯВКА.pdf",EKA-WS-UXM00271,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,867kb,
2026-04-18 08:04:14,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"Microsoft Word - Дефицит 2006.027 к-т 1-3, 7-9 новый",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,38kb,
2026-04-18 08:04:57,aleksey.shchetinin,2,1,Canon MF3010,"Microsoft Word - Извещение №645 от 18.04.2026 -УХМ  К0748.02.упаковка места (изм. уп. лист+чртежи) 29_30 (к-т 1-3)",EKA-WS-GHM00211,A4,CANON UFR,,,NOT DUPLEX,NOT GRAYSCALE,82kb,
2026-04-18 08:05:40,aleksey.shchetinin,2,1,Canon MF3010,"Microsoft Word - Извещение №645 от 18.04.2026 -УХМ  К0748.02.упаковка места (изм. уп. лист+чртежи) 29_30 (к-т 1-3)",EKA-WS-GHM00211,A4,CANON UFR,,,NOT DUPLEX,NOT GRAYSCALE,82kb,
2026-04-18 08:06:05,aleksey.shchetinin,2,1,Canon MF3010,"Microsoft Word - Извещение №645 от 18.04.2026 -УХМ  К0748.02.упаковка места (изм. уп. лист+чртежи) 29_30 (к-т 1-3)",EKA-WS-GHM00211,A4,CANON UFR,,,NOT DUPLEX,NOT GRAYSCALE,72kb,
2026-04-18 08:10:59,damir.kofan,2,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"doc01058020260320153441.pdf",EKA-WS-UXM00549,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,4162kb,
2026-04-18 08:19:53,galina.yarushina,2,1,Kyocera ECOSYS M2040dn (435 кабинет),"Microsoft Word - К0706.02.00.000 к-т 7 — копия",EKA-WS-UXM01018,A4,EMF,,,DUPLEX,GRAYSCALE,246kb,
2026-04-18 08:22:21,aleksandr.kuryshov,1,1,NPI7DA52C (HP LaserJet MFP M430) (сеть),"Microsoft Word - РАМА шер Пустая",EKA-WS-UXM00202,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,270kb,
2026-04-18 08:26:26,nikolay.subbotin,2,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"Табличный документ",EKA-WS-UXM00271,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,177kb,
2026-04-18 08:26:54,a.bannov,3,2,Kyocera ECOSYS M2040dn KX,"Microsoft Word - 7 к-т 2,3,7 места 2,3,4,5,6 вариант с приложением",EKA-WS-UXM00019,A4,PCL6,,,DUPLEX,GRAYSCALE,262kb,
2026-04-18 08:27:45,a.bannov,3,2,Kyocera ECOSYS M2040dn KX,"Microsoft Word - 7 к-т 2,3,7 места 2,3,4,5,6 вариант с приложением",EKA-WS-UXM00019,A4,PCL6,,,DUPLEX,GRAYSCALE,262kb,
2026-04-18 08:29:01,alena.kravchik,1,1,HP LaserJet Professional M1214nfh MFP,"Во всю страницу",EKA-WS-GHM00187,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,8047kb,
2026-04-18 08:29:39,alena.kravchik,1,1,HP LaserJet Professional M1214nfh MFP,"Во всю страницу",EKA-WS-GHM00187,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,8047kb,
2026-04-18 08:29:45,aleksandr.kuryshov,1,1,NPI7DA52C (HP LaserJet MFP M430) (сеть),"Microsoft Word - РАМА шер Пустая",EKA-WS-UXM00202,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,271kb,
2026-04-18 08:30:44,alena.kravchik,1,2,HP LaserJet Professional M1214nfh MFP,"img126",EKA-WS-GHM00187,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,5667kb,
2026-04-18 08:31:49,alena.kravchik,1,2,HP LaserJet Professional M1214nfh MFP,"img127",EKA-WS-GHM00187,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,5788kb,
2026-04-18 08:44:31,marina.gladysheva,3,1,Kyocera TASKalfa 2553ci KX,"Табличный документ",EKA-WS-UXM00288,A4,EMF,,,DUPLEX,GRAYSCALE,703kb,
2026-04-18 08:45:14,marina.gladysheva,2,1,Kyocera TASKalfa 2553ci KX,"Табличный документ",EKA-WS-UXM00288,A4,EMF,,,DUPLEX,GRAYSCALE,384kb,
2026-04-18 08:45:47,marina.gladysheva,2,1,Kyocera TASKalfa 2553ci KX,"Табличный документ",EKA-WS-UXM00288,A4,EMF,,,DUPLEX,GRAYSCALE,384kb,
2026-04-18 08:46:20,marina.gladysheva,2,1,Kyocera TASKalfa 2553ci KX,"Табличный документ",EKA-WS-UXM00288,A4,EMF,,,DUPLEX,GRAYSCALE,396kb,
2026-04-18 08:51:20,andrey.rikunov,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00382,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,386kb,
2026-04-18 08:51:36,tatyana.chirkova,3,1,ECOSYS M2040dn,"Microsoft Word - 2006.027 ПС к-т 1",EKA-WS-UXM00063,A4,EMF,,,NOT DUPLEX,GRAYSCALE,111kb,
2026-04-18 08:53:43,valentina.filimonova,5,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Заявка по ПНАЭ Г 7-010-89 Филинкова Т.А._ППН",EKA-WS-UXM00077,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,1330kb,
2026-04-18 08:56:48,valentina.filimonova,5,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Заявка по ПНАЭ Г 7-010-89 Белицкая Н.М._ППН",EKA-WS-UXM00077,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,1319kb,
2026-04-18 08:58:27,nkrivonogova,1,1,HP LaserJet Professional M1217nfw MFP,"Microsoft Word - Сменно-суточное задание 18.04.2026 ВК",EKA-WS-GHM00236,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,156kb,
2026-04-18 08:58:56,sergey.perepelitsa,1,1,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"Microsoft Word - АКТ ВИК-7412 (400-25)-исправленный",EKA-WS-UXM00908,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,324kb,
2026-04-18 08:59:54,valentina.filimonova,5,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - 08-Заявка по ПНАЭ Г-7-010 Стерлягова А.Г. — копия",EKA-WS-UXM00077,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,1370kb,
2026-04-18 09:01:35,pavel.privalov,1,1,Kyocera ECOSYS M5526cdw KX,"БВАИ.723131.124 Труба пара.pdf",EKA-WS-UXM00167,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1019kb,
2026-04-18 09:02:19,pavel.privalov,3,1,Kyocera ECOSYS M5526cdw KX,"document",EKA-WS-UXM00167,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,236kb,
2026-04-18 09:02:26,artem.osintsev,2,1,HP LaserJet M1536dnf MFP UPD PCL 6,"Копия Отгрузочная спецификация_5 блок рус-анг(7 к-т) новый.xlsx",EKA-WS-UXM00268,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,220kb,
2026-04-18 09:02:42,tatyana.chirkova,3,1,ECOSYS M2040dn,"Microsoft Word - 2006.027 ПС к-т 2",EKA-WS-UXM00063,A4,EMF,,,NOT DUPLEX,GRAYSCALE,111kb,
2026-04-18 09:02:51,damir.kofan,1,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"Отчет цех 40   18.04.2026.xlsx",EKA-WS-UXM00549,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,184kb,
2026-04-18 09:02:57,pavel.privalov,1,1,Kyocera ECOSYS M5526cdw KX,"document",EKA-WS-UXM00167,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,113kb,
2026-04-18 09:05:12,marina.gladysheva,1,2,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,72kb,
2026-04-18 09:05:24,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,142kb,
2026-04-18 09:05:34,nkrivonogova,1,1,HP LaserJet Professional M1217nfw MFP,"Microsoft Word - Сменно-суточное задание 18.04.2026 Щетинин",EKA-WS-GHM00236,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,135kb,
2026-04-18 09:05:36,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,DUPLEX,GRAYSCALE,71kb,
2026-04-18 09:05:56,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,149kb,
2026-04-18 09:06:07,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,181kb,
2026-04-18 09:06:14,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,181kb,
2026-04-18 09:06:21,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,167kb,
2026-04-18 09:06:27,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,158kb,
2026-04-18 09:06:34,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,184kb,
2026-04-18 09:06:43,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,110kb,
2026-04-18 09:06:51,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,156kb,
2026-04-18 09:07:36,tatyana.chirkova,3,1,ECOSYS M2040dn,"Microsoft Word - 2006.027 ПС к-т 3",EKA-WS-UXM00063,A4,EMF,,,NOT DUPLEX,GRAYSCALE,112kb,
2026-04-18 09:07:38,a.bannov,2,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - 7 к-т 7 место 1- консервация (3 позиции)",EKA-WS-UXM00019,A4,PCL6,,,DUPLEX,GRAYSCALE,216kb,
2026-04-18 09:07:52,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,994kb,
2026-04-18 09:08:12,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,DUPLEX,GRAYSCALE,1004kb,
2026-04-18 09:08:32,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,988kb,
2026-04-18 09:08:48,a.bannov,2,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - 7 к-т 7 место 1- консервация (3 позиции)",EKA-WS-UXM00019,A4,PCL6,,,DUPLEX,GRAYSCALE,216kb,
2026-04-18 09:08:58,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,1016kb,
2026-04-18 09:09:22,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,80kb,
2026-04-18 09:09:36,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,79kb,
2026-04-18 09:09:44,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,73kb,
2026-04-18 09:11:56,marina.gladysheva,1,2,Kyocera TASKalfa 2553ci KX,"К0745.01.00.000 ПС к-т 1 с изм +.xlsx",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,57kb,
2026-04-18 09:11:59,andrey.loparev,2,5,HP LaserJet Professional M1212nf MFP,"Microsoft Word - Место 29_30 (Балки, кронштейны. ящик)",EKA-WS-GHM00220,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,263kb,
2026-04-18 09:12:51,tatyana.chirkova,3,1,ECOSYS M2040dn,"Microsoft Word - 2006.027 ПС к-т 7",EKA-WS-UXM00063,A4,EMF,,,NOT DUPLEX,GRAYSCALE,111kb,
2026-04-18 09:14:21,andrey.loparev,2,5,HP LaserJet Professional M1212nf MFP,"Microsoft Word - Место 29_30 (Балки, кронштейны. ящик)",EKA-WS-GHM00220,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,263kb,
2026-04-18 09:15:44,galina.yarushina,5,1,Kyocera ECOSYS M2040dn (435 кабинет),"Техническое решение.pdf",EKA-WS-UXM01018,A4,PCL6,,,DUPLEX,GRAYSCALE,162kb,
2026-04-18 09:16:00,andrey.loparev,2,5,HP LaserJet Professional M1212nf MFP,"Microsoft Word - Место 29_30 (Балки, кронштейны. ящик)",EKA-WS-GHM00220,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,263kb,
2026-04-18 09:17:23,olga.kolodkina,1,1,Kyocera ECOSYS M2040dn KX,"KOMPAS - К0761.00.04.022.cdw",EKA-WS-UXM00498,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,89kb,
